question_id,row_id,complexity,question_type,legal_domain,Hit@1,MRR@10,nDCG@10,DocRecall@10,SourceRecall@10,TopScore,TopChunk,GoldChunk,Recall@1,Recall@3,Recall@5,Recall@10,Model
TEST_0129,57,complex,deadline,family_law,0,0.0,0.0,1,1,0.6115319728851318,75,108,0.0,0.0,0.0,0.0,BGE-M3
TEST_0143,58,moderate,deadline,family_law,1,1.0,1.0,1,1,0.7514951825141907,590,590,1.0,1.0,1.0,1.0,BGE-M3
TEST_0141,59,moderate,deadline,family_law,0,0.25,0.43067655807339306,1,1,0.6795259714126587,46,298,0.0,0.0,1.0,1.0,BGE-M3
TEST_0140,60,moderate,deadline,family_law,0,0.0,0.0,0,0,0.6815248131752014,168,328,0.0,0.0,0.0,0.0,BGE-M3
TEST_0139,61,moderate,deadline,family_law,0,0.2,0.38685280723454163,1,1,0.6852266192436218,0,63,0.0,0.0,1.0,1.0,BGE-M3
TEST_0152,62,complex,definition,civil_law,0,0.0,0.0,1,1,0.6747726202011108,964,963,0.0,0.0,0.0,0.0,BGE-M3
TEST_0151,63,complex,deadline,civil_law,0,0.3333333333333333,0.5,1,1,0.6981093883514404,786,386,0.0,1.0,1.0,1.0,BGE-M3
TEST_0149,64,complex,deadline,civil_law,0,0.5,0.6309297535714575,1,1,0.6862612366676331,70,560,0.0,1.0,1.0,1.0,BGE-M3
TEST_0148,65,complex,deadline,civil_law,0,0.5,0.6309297535714575,1,1,0.7614406943321228,987,986,0.0,1.0,1.0,1.0,BGE-M3
TEST_0146,66,moderate,deadline,family_law,0,0.0,0.0,0,0,0.7381110787391663,28,471,0.0,0.0,0.0,0.0,BGE-M3
TEST_0145,67,moderate,deadline,family_law,0,0.5,0.6309297535714575,1,1,0.7068085074424744,60,620,0.0,1.0,1.0,1.0,BGE-M3
TEST_0160,68,simple,deadline,civil_law,1,1.0,1.0,1,1,0.7419798970222473,353,353,1.0,1.0,1.0,1.0,BGE-M3
TEST_0157,69,complex,definition,social_law,1,1.0,1.0,1,1,0.6921432614326477,1044,1044,1.0,1.0,1.0,1.0,BGE-M3
TEST_0156,70,complex,deadline,civil_law,1,1.0,1.0,1,1,0.697888195514679,999,999,1.0,1.0,1.0,1.0,BGE-M3
TEST_0155,71,complex,deadline,civil_law,1,1.0,1.0,1,1,0.7509446144104004,994,994,1.0,1.0,1.0,1.0,BGE-M3
TEST_0154,72,complex,deadline,civil_law,0,0.5,0.6309297535714575,1,1,0.7259135842323303,277,290,0.0,1.0,1.0,1.0,BGE-M3
TEST_0153,73,complex,deadline,civil_law,0,0.3333333333333333,0.5,1,1,0.6237765550613403,23,93,0.0,1.0,1.0,1.0,BGE-M3
TEST_0104,74,moderate,definition,tax_law,1,1.0,1.0,1,1,0.7422583103179932,710,710,1.0,1.0,1.0,1.0,BGE-M3
TEST_0103,75,moderate,deadline,tax_law,0,0.0,0.0,1,0,0.7141814231872559,7,24,0.0,0.0,0.0,0.0,BGE-M3
TEST_0102,76,moderate,definition,tax_law,0,0.0,0.0,0,0,0.6057465076446533,4,766,0.0,0.0,0.0,0.0,BGE-M3
TEST_0099,77,simple,deadline,administrative_law,0,0.0,0.0,1,1,0.6599348783493042,34,225,0.0,0.0,0.0,0.0,BGE-M3
TEST_0098,78,simple,deadline,administrative_law,1,1.0,1.7890648263178879,1,1,0.6615785360336304,57,57,1.0,1.0,1.0,1.0,BGE-M3
TEST_0112,79,moderate,deadline,civil_law,0,0.5,0.6309297535714575,1,1,0.7780659794807434,269,270,0.0,1.0,1.0,1.0,BGE-M3
TEST_0111,80,moderate,definition,civil_law,0,0.16666666666666666,0.3562071871080222,1,1,0.7121752500534058,127,126,0.0,0.0,0.0,1.0,BGE-M3
TEST_0110,81,moderate,definition,tax_law,1,1.0,1.0,1,1,0.8057118654251099,357,357,1.0,1.0,1.0,1.0,BGE-M3
TEST_0109,82,moderate,deadline,tax_law,0,0.0,0.0,1,1,0.7046405673027039,607,1002,0.0,0.0,0.0,0.0,BGE-M3
TEST_0108,83,moderate,deadline,tax_law,1,1.0,1.0,1,1,0.753858745098114,639,639,1.0,1.0,1.0,1.0,BGE-M3
TEST_0107,84,moderate,fact_lookup,tax_law,0,0.0,0.0,1,1,0.662883996963501,668,753,0.0,0.0,0.0,0.0,BGE-M3
TEST_0106,85,moderate,deadline,tax_law,1,1.0,1.0,1,1,0.7882691621780396,683,683,1.0,1.0,1.0,1.0,BGE-M3
TEST_0105,86,moderate,deadline,tax_law,0,0.5,0.6309297535714575,1,1,0.735925555229187,722,768,0.0,1.0,1.0,1.0,BGE-M3
TEST_0119,87,moderate,deadline,civil_law,0,0.3333333333333333,0.5,1,1,0.7584688067436218,105,537,0.0,1.0,1.0,1.0,BGE-M3
TEST_0116,88,moderate,deadline,civil_law,0,0.25,0.43067655807339306,1,1,0.5902307629585266,349,109,0.0,0.0,1.0,1.0,BGE-M3
TEST_0115,89,moderate,deadline,civil_law,0,0.0,0.0,1,1,0.7177335023880005,672,671,0.0,0.0,0.0,0.0,BGE-M3
TEST_0184,90,complex,deadline,tax_law,0,0.0,0.0,1,1,0.7542287111282349,707,954,0.0,0.0,0.0,0.0,BGE-M3
TEST_0131,91,complex,deadline,family_law,1,1.0,1.0,1,1,0.8119891285896301,306,306,1.0,1.0,1.0,1.0,BGE-M3
TEST_0132,92,complex,deadline,family_law,0,0.5,0.6309297535714575,1,1,0.7642585039138794,803,846,0.0,1.0,1.0,1.0,BGE-M3
TEST_0133,93,complex,deadline,family_law,1,1.0,1.0,1,1,0.7710832357406616,845,845,1.0,1.0,1.0,1.0,BGE-M3
TEST_0135,94,complex,deadline,family_law,0,0.5,0.6309297535714575,1,1,0.7248315811157227,368,364,0.0,1.0,1.0,1.0,BGE-M3
TEST_0136,95,complex,definition,family_law,1,1.0,1.0,1,1,0.7829891443252563,478,478,1.0,1.0,1.0,1.0,BGE-M3
TEST_0188,96,moderate,deadline,other,1,1.0,1.0,1,1,0.7189846038818359,873,873,1.0,1.0,1.0,1.0,BGE-M3
TEST_0189,97,complex,deadline,tax_law,1,1.0,1.0,1,1,0.821353018283844,857,857,1.0,1.0,1.0,1.0,BGE-M3
TEST_0190,98,complex,definition,civil_law,1,1.0,1.0,1,1,0.7541609406471252,1003,1003,1.0,1.0,1.0,1.0,BGE-M3
TEST_0191,99,moderate,deadline,tax_law,1,1.0,1.0,1,1,0.6763700246810913,950,950,1.0,1.0,1.0,1.0,BGE-M3
TEST_0177,100,complex,deadline,tax_law,1,1.0,1.0,1,1,0.7311585545539856,713,713,1.0,1.0,1.0,1.0,BGE-M3
TEST_0178,101,complex,deadline,civil_law,0,0.125,0.31546487678572877,1,1,0.7400081753730774,194,255,0.0,0.0,0.0,1.0,BGE-M3
TEST_0180,102,complex,deadline,tax_law,1,1.0,1.0,1,1,0.7530034780502319,799,799,1.0,1.0,1.0,1.0,BGE-M3
TEST_0181,103,complex,deadline,civil_law,1,1.0,1.0,1,1,0.7223248481750488,511,511,1.0,1.0,1.0,1.0,BGE-M3
TEST_0182,104,complex,deadline,civil_law,0,0.0,0.0,0,0,0.6664009690284729,1,104,0.0,0.0,0.0,0.0,BGE-M3
TEST_0183,105,moderate,deadline,civil_law,0,0.2,0.38685280723454163,1,1,0.6115319728851318,75,79,0.0,0.0,1.0,1.0,BGE-M3
TEST_0162,106,complex,definition,tax_law,0,0.0,0.0,0,0,0.6016979217529297,67,720,0.0,0.0,0.0,0.0,BGE-M3
TEST_0169,107,moderate,definition,civil_law,0,0.5,0.6309297535714575,1,1,0.7636659741401672,358,359,0.0,1.0,1.0,1.0,BGE-M3
TEST_0170,108,moderate,deadline,other,0,0.0,0.0,0,0,0.6700767278671265,112,621,0.0,0.0,0.0,0.0,BGE-M3
TEST_0171,109,moderate,definition,tax_law,1,1.0,1.0,1,1,0.8023425340652466,1050,1050,1.0,1.0,1.0,1.0,BGE-M3
TEST_0172,110,complex,deadline,civil_law,0,0.0,0.0,1,1,0.7340360879898071,3,395,0.0,0.0,0.0,0.0,BGE-M3
TEST_0173,111,complex,definition,tax_law,1,1.0,1.0,1,1,0.796090841293335,974,974,1.0,1.0,1.0,1.0,BGE-M3
TEST_0174,112,simple,definition,tax_law,0,0.5,0.6309297535714575,1,1,0.7596380710601807,366,618,0.0,1.0,1.0,1.0,BGE-M3
TEST_0161,113,simple,fact_lookup,civil_law,1,1.0,1.0,1,1,0.7075735926628113,429,429,1.0,1.0,1.0,1.0,BGE-M3
TEST_0167,114,moderate,deadline,civil_law,0,0.25,0.43067655807339306,1,1,0.7127072811126709,586,583,0.0,0.0,1.0,1.0,BGE-M3
TEST_0164,115,moderate,deadline,family_law,0,0.0,0.0,1,1,0.6795134544372559,298,321,0.0,0.0,0.0,0.0,BGE-M3
TEST_0165,116,simple,deadline,civil_law,1,1.0,1.0,1,1,0.7665568590164185,432,432,1.0,1.0,1.0,1.0,BGE-M3
TEST_0166,117,complex,deadline,civil_law,0,0.0,0.0,1,1,0.6839090585708618,55,609,0.0,0.0,0.0,0.0,BGE-M3
TEST_0094,118,simple,deadline,labor_law,0,0.5,0.6309297535714575,1,1,0.6029272675514221,25,87,0.0,1.0,1.0,1.0,BGE-M3
TEST_0093,119,simple,deadline,labor_law,0,0.25,0.43067655807339306,1,1,0.6168204545974731,4,99,0.0,0.0,1.0,1.0,BGE-M3
TEST_0095,120,simple,deadline,labor_law,0,0.5,0.6309297535714575,1,1,0.7213088274002075,11,73,0.0,1.0,1.0,1.0,BGE-M3
TEST_0193,121,moderate,deadline,civil_law,1,1.0,1.0,1,1,0.7428907155990601,56,56,1.0,1.0,1.0,1.0,BGE-M3
TEST_0208,122,moderate,fact_lookup,civil_law,0,0.125,0.31546487678572877,1,1,0.7647271752357483,349,900,0.0,0.0,0.0,1.0,BGE-M3
TEST_0206,123,moderate,deadline,civil_law,0,0.125,0.31546487678572877,1,1,0.6506406664848328,145,556,0.0,0.0,0.0,1.0,BGE-M3
TEST_0205,124,complex,definition,tax_law,1,1.0,1.0,1,1,0.7635921835899353,1033,1033,1.0,1.0,1.0,1.0,BGE-M3
TEST_0204,125,complex,deadline,tax_law,1,1.0,1.0,1,1,0.7399165034294128,712,712,1.0,1.0,1.0,1.0,BGE-M3
TEST_0203,126,simple,deadline,civil_law,0,0.5,0.6309297535714575,1,1,0.6633175611495972,336,337,0.0,1.0,1.0,1.0,BGE-M3
TEST_0201,127,moderate,deadline,tax_law,0,0.3333333333333333,0.5,1,1,0.6385067701339722,159,252,0.0,1.0,1.0,1.0,BGE-M3
TEST_0216,128,moderate,deadline,tax_law,1,1.0,1.0,1,1,0.7577552795410156,774,774,1.0,1.0,1.0,1.0,BGE-M3
TEST_0214,129,complex,definition,tax_law,0,0.0,0.0,1,1,0.7066611051559448,548,830,0.0,0.0,0.0,0.0,BGE-M3
TEST_0213,130,complex,deadline,civil_law,0,0.5,0.6309297535714575,1,1,0.6476608514785767,255,584,0.0,1.0,1.0,1.0,BGE-M3
TEST_0212,131,complex,definition,civil_law,0,0.5,0.6309297535714575,1,1,0.737573504447937,669,755,0.0,1.0,1.0,1.0,BGE-M3
TEST_0211,132,complex,deadline,civil_law,0,0.3333333333333333,0.5,1,1,0.7573391199111938,11,889,0.0,1.0,1.0,1.0,BGE-M3
TEST_0209,133,simple,definition,civil_law,1,1.0,1.0,1,1,0.6775411367416382,571,571,1.0,1.0,1.0,1.0,BGE-M3
TEST_0223,134,complex,deadline,civil_law,1,1.0,1.0,1,1,0.7553697824478149,287,287,1.0,1.0,1.0,1.0,BGE-M3
TEST_0222,135,complex,deadline,tax_law,1,1.0,1.0,1,1,0.7215030789375305,1001,1001,1.0,1.0,1.0,1.0,BGE-M3
TEST_0220,136,simple,definition,civil_law,0,0.0,0.0,1,1,0.7935572266578674,58,232,0.0,0.0,0.0,0.0,BGE-M3
TEST_0219,137,complex,definition,civil_law,1,1.0,1.0,1,1,0.7220920920372009,829,829,1.0,1.0,1.0,1.0,BGE-M3
TEST_0218,138,complex,definition,tax_law,0,0.5,0.6309297535714575,1,1,0.7578918933868408,318,882,0.0,1.0,1.0,1.0,BGE-M3
TEST_0072,139,complex,deadline,other,0,0.0,0.0,0,0,0.6331943273544312,279,625,0.0,0.0,0.0,0.0,BGE-M3
TEST_0071,140,complex,definition,other,1,1.0,1.0,1,1,0.7300132513046265,460,460,1.0,1.0,1.0,1.0,BGE-M3
TEST_0070,141,complex,deadline,other,1,1.0,1.0,1,1,0.7615277767181396,839,839,1.0,1.0,1.0,1.0,BGE-M3
TEST_0069,142,complex,deadline,other,0,0.0,0.0,1,0,0.6833637356758118,213,615,0.0,0.0,0.0,0.0,BGE-M3
TEST_0080,143,complex,deadline,tax_law,0,0.0,0.0,1,1,0.6389297842979431,3,931,0.0,0.0,0.0,0.0,BGE-M3
TEST_0079,144,complex,deadline,migration_law,0,0.2,0.38685280723454163,1,1,0.7436805963516235,794,832,0.0,0.0,1.0,1.0,BGE-M3
TEST_0078,145,complex,deadline,migration_law,0,0.0,0.0,1,1,0.6685259342193604,836,847,0.0,0.0,0.0,0.0,BGE-M3
TEST_0077,146,complex,deadline,migration_law,1,1.0,1.0,1,1,0.7080804109573364,597,597,1.0,1.0,1.0,1.0,BGE-M3
TEST_0076,147,complex,deadline,migration_law,0,0.0,0.0,1,1,0.7289892435073853,831,850,0.0,0.0,0.0,0.0,BGE-M3
TEST_0075,148,complex,deadline,migration_law,1,1.0,1.0,1,1,0.8042857646942139,365,365,1.0,1.0,1.0,1.0,BGE-M3
TEST_0074,149,complex,deadline,migration_law,0,0.0,0.0,1,1,0.7086097002029419,53,42,0.0,0.0,0.0,0.0,BGE-M3
TEST_0073,150,moderate,deadline,administrative_law,1,1.0,1.0,1,1,0.7556284666061401,896,896,1.0,1.0,1.0,1.0,BGE-M3
TEST_0088,151,complex,definition,tax_law,0,0.0,0.0,1,1,0.6580155491828918,739,1046,0.0,0.0,0.0,0.0,BGE-M3
TEST_0083,152,complex,definition,tax_law,0,0.5,0.6309297535714575,1,1,0.7860015630722046,548,707,0.0,1.0,1.0,1.0,BGE-M3
TEST_0081,153,complex,deadline,tax_law,0,0.5,0.6309297535714575,1,1,0.7151734232902527,284,926,0.0,1.0,1.0,1.0,BGE-M3
TEST_0034,154,moderate,deadline,other,0,0.5,0.6309297535714575,1,1,0.6747791171073914,396,436,0.0,1.0,1.0,1.0,BGE-M3
TEST_0194,155,complex,deadline,civil_law,1,1.0,1.0,1,1,0.7221605181694031,505,505,1.0,1.0,1.0,1.0,BGE-M3
TEST_0195,156,complex,deadline,civil_law,0,0.3333333333333333,0.5,1,1,0.6402887105941772,639,724,0.0,1.0,1.0,1.0,BGE-M3
TEST_0197,157,moderate,definition,civil_law,0,0.5,0.6309297535714575,1,1,0.7160899639129639,368,315,0.0,1.0,1.0,1.0,BGE-M3
TEST_0200,158,moderate,deadline,tax_law,1,1.0,1.0,1,1,0.8474527597427368,946,946,1.0,1.0,1.0,1.0,BGE-M3
TEST_0061,159,complex,deadline,labor_law,1,1.0,1.0,1,1,0.7298494577407837,461,461,1.0,1.0,1.0,1.0,BGE-M3
TEST_0232,160,moderate,deadline,civil_law,0,0.5,0.6309297535714575,1,1,0.7417949438095093,27,89,0.0,1.0,1.0,1.0,BGE-M3
TEST_0059,161,moderate,deadline,social_law,1,1.0,1.0,1,1,0.7237116098403931,1045,1045,1.0,1.0,1.0,1.0,BGE-M3
TEST_0239,162,simple,deadline,civil_law,0,0.2,0.38685280723454163,1,1,0.7111942172050476,264,594,0.0,0.0,1.0,1.0,BGE-M3
TEST_0225,163,moderate,deadline,civil_law,0,0.0,0.0,1,1,0.7391455769538879,0,119,0.0,0.0,0.0,0.0,BGE-M3
TEST_0228,164,complex,deadline,civil_law,1,1.0,1.0,1,1,0.7603325843811035,885,885,1.0,1.0,1.0,1.0,BGE-M3
TEST_0229,165,complex,definition,civil_law,0,0.16666666666666666,0.3562071871080222,1,1,0.7407364845275879,511,669,0.0,0.0,0.0,1.0,BGE-M3
TEST_0231,166,moderate,definition,tax_law,1,1.0,1.0,1,1,0.7359621524810791,1049,1049,1.0,1.0,1.0,1.0,BGE-M3
TEST_0233,167,moderate,deadline,labor_law,0,0.3333333333333333,0.5,1,1,0.6576353907585144,58,81,0.0,1.0,1.0,1.0,BGE-M3
TEST_0238,168,complex,definition,civil_law,0,0.3333333333333333,0.5,1,1,0.603016197681427,337,336,0.0,1.0,1.0,1.0,BGE-M3
TEST_0236,169,complex,deadline,tax_law,1,1.0,1.0,1,1,0.7461569309234619,862,862,1.0,1.0,1.0,1.0,BGE-M3
TEST_0045,170,simple,definition,civil_law,1,1.0,1.0,1,1,0.7668906450271606,985,985,1.0,1.0,1.0,1.0,BGE-M3
TEST_0033,171,moderate,deadline,other,0,0.25,0.43067655807339306,1,1,0.7021197080612183,14,464,0.0,0.0,1.0,1.0,BGE-M3
TEST_0047,172,simple,deadline,civil_law,0,0.0,0.0,1,1,0.7386026382446289,32,543,0.0,0.0,0.0,0.0,BGE-M3
TEST_0001,173,simple,definition,migration_law,0,0.14285714285714285,0.3333333333333333,1,1,0.6355689764022827,258,39,0.0,0.0,0.0,1.0,BGE-M3
TEST_0038,174,simple,deadline,education_law,0,0.0,0.0,0,0,0.6718325018882751,34,19,0.0,0.0,0.0,0.0,BGE-M3
TEST_0037,175,moderate,deadline,other,1,1.0,1.0,1,1,0.7345879077911377,836,836,1.0,1.0,1.0,1.0,BGE-M3
TEST_0036,176,moderate,deadline,other,1,1.0,1.0,1,1,0.6813353300094604,85,85,1.0,1.0,1.0,1.0,BGE-M3
TEST_0035,177,moderate,deadline,other,0,0.0,0.0,0,0,0.7445017099380493,31,473,0.0,0.0,0.0,0.0,BGE-M3
TEST_0050,178,simple,deadline,civil_law,0,0.2,0.38685280723454163,1,1,0.7093324661254883,1008,1007,0.0,0.0,1.0,1.0,BGE-M3
TEST_0054,179,moderate,deadline,health_law,0,0.25,0.43067655807339306,1,1,0.6572122573852539,4,125,0.0,0.0,1.0,1.0,BGE-M3
TEST_0053,180,simple,deadline,civil_law,1,1.0,1.0,1,1,0.7056211233139038,59,59,1.0,1.0,1.0,1.0,BGE-M3
TEST_0046,181,simple,deadline,civil_law,0,0.0,0.0,0,0,0.6436764001846313,11,13,0.0,0.0,0.0,0.0,BGE-M3
