question_id,row_id,complexity,question_type,legal_domain,Hit@1,MRR@10,nDCG@10,DocRecall@10,SourceRecall@10,TopScore,TopChunk,GoldChunk,Recall@1,Recall@3,Recall@5,Recall@10,Model
TEST_0218,138,complex,definition,tax_law,0,0.25,0.43067655807339306,1,1,0.8387107253074646,142,882,0.0,0.0,1.0,1.0,E5-Large
TEST_0072,139,complex,deadline,other,0,0.0,0.0,0,0,0.8489890694618225,212,625,0.0,0.0,0.0,0.0,E5-Large
TEST_0071,140,complex,definition,other,0,0.25,0.43067655807339306,1,1,0.8654854893684387,506,460,0.0,0.0,1.0,1.0,E5-Large
TEST_0070,141,complex,deadline,other,1,1.0,1.0,1,1,0.8687735795974731,839,839,1.0,1.0,1.0,1.0,E5-Large
TEST_0069,142,complex,deadline,other,0,0.0,0.0,1,0,0.8660235404968262,213,615,0.0,0.0,0.0,0.0,E5-Large
TEST_0080,143,complex,deadline,tax_law,0,0.0,0.0,0,0,0.8473525047302246,685,931,0.0,0.0,0.0,0.0,E5-Large
TEST_0079,144,complex,deadline,migration_law,0,0.25,0.43067655807339306,1,1,0.8588566780090332,8,832,0.0,0.0,1.0,1.0,E5-Large
TEST_0078,145,complex,deadline,migration_law,0,0.0,0.0,1,1,0.8579186201095581,836,847,0.0,0.0,0.0,0.0,E5-Large
TEST_0077,146,complex,deadline,migration_law,1,1.0,1.0,1,1,0.8644248247146606,597,597,1.0,1.0,1.0,1.0,E5-Large
TEST_0076,147,complex,deadline,migration_law,0,0.0,0.0,1,1,0.8695679903030396,831,850,0.0,0.0,0.0,0.0,E5-Large
TEST_0075,148,complex,deadline,migration_law,1,1.0,1.0,1,1,0.8847357630729675,365,365,1.0,1.0,1.0,1.0,E5-Large
TEST_0074,149,complex,deadline,migration_law,0,0.0,0.0,1,1,0.8502658605575562,53,42,0.0,0.0,0.0,0.0,E5-Large
TEST_0073,150,moderate,deadline,administrative_law,0,0.0,0.0,1,1,0.8538030982017517,42,896,0.0,0.0,0.0,0.0,E5-Large
TEST_0088,151,complex,definition,tax_law,0,0.0,0.0,1,1,0.8602323532104492,56,1046,0.0,0.0,0.0,0.0,E5-Large
TEST_0083,152,complex,definition,tax_law,0,0.5,0.6309297535714575,1,1,0.8535277843475342,548,707,0.0,1.0,1.0,1.0,E5-Large
TEST_0081,153,complex,deadline,tax_law,0,0.0,0.0,1,1,0.8557257652282715,284,926,0.0,0.0,0.0,0.0,E5-Large
TEST_0034,154,moderate,deadline,other,0,0.1111111111111111,0.3010299956639812,1,1,0.8571062088012695,1051,436,0.0,0.0,0.0,1.0,E5-Large
TEST_0194,155,complex,deadline,civil_law,0,0.2,0.38685280723454163,1,1,0.864351212978363,57,505,0.0,0.0,1.0,1.0,E5-Large
TEST_0195,156,complex,deadline,civil_law,1,1.0,1.0,1,1,0.8481041193008423,724,724,1.0,1.0,1.0,1.0,E5-Large
TEST_0197,157,moderate,definition,civil_law,0,0.2,0.38685280723454163,1,1,0.8562665581703186,204,315,0.0,0.0,1.0,1.0,E5-Large
TEST_0200,158,moderate,deadline,tax_law,1,1.0,1.0,1,1,0.8705257177352905,946,946,1.0,1.0,1.0,1.0,E5-Large
TEST_0061,159,complex,deadline,labor_law,0,0.5,0.6309297535714575,1,1,0.8678003549575806,5,461,0.0,1.0,1.0,1.0,E5-Large
TEST_0232,160,moderate,deadline,civil_law,0,0.5,0.6309297535714575,1,1,0.8485944867134094,27,89,0.0,1.0,1.0,1.0,E5-Large
TEST_0059,161,moderate,deadline,social_law,1,1.0,1.0,1,1,0.8589071035385132,1045,1045,1.0,1.0,1.0,1.0,E5-Large
TEST_0239,162,simple,deadline,civil_law,0,0.14285714285714285,0.3333333333333333,1,1,0.8386070728302002,264,594,0.0,0.0,0.0,1.0,E5-Large
TEST_0225,163,moderate,deadline,civil_law,0,0.0,0.0,1,1,0.8533182144165039,0,119,0.0,0.0,0.0,0.0,E5-Large
TEST_0228,164,complex,deadline,civil_law,1,1.0,1.0,1,1,0.8504308462142944,885,885,1.0,1.0,1.0,1.0,E5-Large
TEST_0229,165,complex,definition,civil_law,0,0.2,0.38685280723454163,1,1,0.8660817742347717,670,669,0.0,0.0,1.0,1.0,E5-Large
TEST_0231,166,moderate,definition,tax_law,0,0.3333333333333333,0.5,1,1,0.8482950925827026,434,1049,0.0,1.0,1.0,1.0,E5-Large
TEST_0233,167,moderate,deadline,labor_law,0,0.5,0.6309297535714575,1,1,0.8368684649467468,58,81,0.0,1.0,1.0,1.0,E5-Large
TEST_0238,168,complex,definition,civil_law,0,0.3333333333333333,0.5,1,1,0.8546670079231262,337,336,0.0,1.0,1.0,1.0,E5-Large
TEST_0236,169,complex,deadline,tax_law,0,0.3333333333333333,0.5,1,1,0.8489524126052856,860,862,0.0,1.0,1.0,1.0,E5-Large
TEST_0045,170,simple,definition,civil_law,1,1.0,1.0,1,1,0.8812688589096069,985,985,1.0,1.0,1.0,1.0,E5-Large
TEST_0033,171,moderate,deadline,other,0,0.14285714285714285,0.3333333333333333,1,1,0.8674097657203674,14,464,0.0,0.0,0.0,1.0,E5-Large
TEST_0047,172,simple,deadline,civil_law,0,0.0,0.0,1,1,0.8509708642959595,219,543,0.0,0.0,0.0,0.0,E5-Large
TEST_0001,173,simple,definition,migration_law,0,0.125,0.31546487678572877,1,1,0.8786443471908569,42,39,0.0,0.0,0.0,1.0,E5-Large
TEST_0038,174,simple,deadline,education_law,0,0.0,0.0,0,0,0.8393533825874329,16,19,0.0,0.0,0.0,0.0,E5-Large
TEST_0037,175,moderate,deadline,other,1,1.0,1.0,1,1,0.866814911365509,836,836,1.0,1.0,1.0,1.0,E5-Large
TEST_0036,176,moderate,deadline,other,0,0.0,0.0,1,1,0.8174611926078796,80,85,0.0,0.0,0.0,0.0,E5-Large
TEST_0035,177,moderate,deadline,other,0,0.0,0.0,0,0,0.8640372157096863,7,473,0.0,0.0,0.0,0.0,E5-Large
TEST_0050,178,simple,deadline,civil_law,0,0.3333333333333333,0.5,1,1,0.8526912331581116,595,1007,0.0,1.0,1.0,1.0,E5-Large
TEST_0054,179,moderate,deadline,health_law,1,1.0,1.0,1,1,0.8578442931175232,125,125,1.0,1.0,1.0,1.0,E5-Large
TEST_0053,180,simple,deadline,civil_law,1,1.0,1.0,1,1,0.8472566604614258,59,59,1.0,1.0,1.0,1.0,E5-Large
TEST_0046,181,simple,deadline,civil_law,0,0.0,0.0,0,0,0.8317513465881348,8,13,0.0,0.0,0.0,0.0,E5-Large
