question_id,row_id,complexity,question_type,legal_domain,Hit@1,MRR@10,nDCG@10,DocRecall@10,SourceRecall@10,TopScore,TopChunk,GoldChunk,Recall@1,Recall@3,Recall@5,Recall@10,Model
TEST_0111,80,moderate,definition,civil_law,0,0.3333333333333333,0.5,1,1,0.6093394756317139,127,126,0.0,1.0,1.0,1.0,LaBSE
TEST_0110,81,moderate,definition,tax_law,0,0.0,0.0,1,1,0.5527580976486206,17,357,0.0,0.0,0.0,0.0,LaBSE
TEST_0109,82,moderate,deadline,tax_law,0,0.0,0.0,1,1,0.5381230711936951,1030,1002,0.0,0.0,0.0,0.0,LaBSE
TEST_0108,83,moderate,deadline,tax_law,0,0.0,0.0,0,0,0.6469256281852722,567,639,0.0,0.0,0.0,0.0,LaBSE
TEST_0107,84,moderate,fact_lookup,tax_law,0,0.0,0.0,1,1,0.5298107862472534,12,753,0.0,0.0,0.0,0.0,LaBSE
TEST_0106,85,moderate,deadline,tax_law,1,1.0,1.0,1,1,0.5883145332336426,683,683,1.0,1.0,1.0,1.0,LaBSE
TEST_0105,86,moderate,deadline,tax_law,0,0.0,0.0,0,0,0.5714309215545654,31,768,0.0,0.0,0.0,0.0,LaBSE
TEST_0119,87,moderate,deadline,civil_law,0,0.1111111111111111,0.3010299956639812,1,1,0.5257588624954224,2,537,0.0,0.0,0.0,1.0,LaBSE
TEST_0116,88,moderate,deadline,civil_law,0,0.3333333333333333,0.5,1,1,0.5249887108802795,41,109,0.0,1.0,1.0,1.0,LaBSE
TEST_0115,89,moderate,deadline,civil_law,0,0.0,0.0,0,0,0.4142727553844452,160,671,0.0,0.0,0.0,0.0,LaBSE
TEST_0184,90,complex,deadline,tax_law,0,0.0,0.0,1,1,0.528612494468689,3,954,0.0,0.0,0.0,0.0,LaBSE
TEST_0131,91,complex,deadline,family_law,1,1.0,1.0,1,1,0.5091767907142639,306,306,1.0,1.0,1.0,1.0,LaBSE
TEST_0132,92,complex,deadline,family_law,0,0.0,0.0,1,1,0.6086128950119019,7,846,0.0,0.0,0.0,0.0,LaBSE
TEST_0133,93,complex,deadline,family_law,0,0.0,0.0,1,1,0.5598056316375732,98,845,0.0,0.0,0.0,0.0,LaBSE
TEST_0135,94,complex,deadline,family_law,0,0.1111111111111111,0.3010299956639812,1,1,0.5445423126220703,363,364,0.0,0.0,0.0,1.0,LaBSE
TEST_0136,95,complex,definition,family_law,0,0.3333333333333333,0.5,1,1,0.5195420980453491,13,478,0.0,1.0,1.0,1.0,LaBSE
TEST_0188,96,moderate,deadline,other,1,1.0,1.0,1,1,0.5939561128616333,873,873,1.0,1.0,1.0,1.0,LaBSE
TEST_0189,97,complex,deadline,tax_law,1,1.0,1.0,1,1,0.49730753898620605,857,857,1.0,1.0,1.0,1.0,LaBSE
TEST_0190,98,complex,definition,civil_law,0,0.0,0.0,1,1,0.502982497215271,3,1003,0.0,0.0,0.0,0.0,LaBSE
TEST_0191,99,moderate,deadline,tax_law,0,0.25,0.43067655807339306,1,1,0.49484890699386597,15,950,0.0,0.0,1.0,1.0,LaBSE
TEST_0177,100,complex,deadline,tax_law,0,0.0,0.0,1,1,0.564743161201477,1,713,0.0,0.0,0.0,0.0,LaBSE
TEST_0178,101,complex,deadline,civil_law,0,0.3333333333333333,0.5,1,1,0.6003150343894958,271,255,0.0,1.0,1.0,1.0,LaBSE
TEST_0180,102,complex,deadline,tax_law,0,0.3333333333333333,0.5,1,1,0.5095884799957275,36,799,0.0,1.0,1.0,1.0,LaBSE
TEST_0181,103,complex,deadline,civil_law,1,1.0,1.0,1,1,0.6089052557945251,511,511,1.0,1.0,1.0,1.0,LaBSE
TEST_0182,104,complex,deadline,civil_law,0,0.0,0.0,0,0,0.5140239000320435,7,104,0.0,0.0,0.0,0.0,LaBSE
TEST_0183,105,moderate,deadline,civil_law,0,0.14285714285714285,0.3333333333333333,1,1,0.533940315246582,13,79,0.0,0.0,0.0,1.0,LaBSE
TEST_0162,106,complex,definition,tax_law,0,0.0,0.0,1,1,0.5548806190490723,254,720,0.0,0.0,0.0,0.0,LaBSE
TEST_0169,107,moderate,definition,civil_law,0,0.0,0.0,1,1,0.4843132495880127,13,359,0.0,0.0,0.0,0.0,LaBSE
TEST_0170,108,moderate,deadline,other,0,0.0,0.0,0,0,0.593254804611206,247,621,0.0,0.0,0.0,0.0,LaBSE
TEST_0171,109,moderate,definition,tax_law,0,0.1111111111111111,0.3010299956639812,1,1,0.574016809463501,505,1050,0.0,0.0,0.0,1.0,LaBSE
TEST_0172,110,complex,deadline,civil_law,0,0.0,0.0,0,0,0.524101972579956,3,395,0.0,0.0,0.0,0.0,LaBSE
TEST_0173,111,complex,definition,tax_law,0,0.0,0.0,0,0,0.5769495964050293,291,974,0.0,0.0,0.0,0.0,LaBSE
TEST_0174,112,simple,definition,tax_law,0,0.125,0.31546487678572877,1,1,0.5606058835983276,58,618,0.0,0.0,0.0,1.0,LaBSE
TEST_0161,113,simple,fact_lookup,civil_law,1,1.0,1.0,1,1,0.5378474593162537,429,429,1.0,1.0,1.0,1.0,LaBSE
TEST_0167,114,moderate,deadline,civil_law,0,0.0,0.0,1,1,0.5413532257080078,194,583,0.0,0.0,0.0,0.0,LaBSE
TEST_0164,115,moderate,deadline,family_law,0,0.0,0.0,0,0,0.5725923776626587,8,321,0.0,0.0,0.0,0.0,LaBSE
TEST_0165,116,simple,deadline,civil_law,0,0.0,0.0,0,0,0.4850735366344452,230,432,0.0,0.0,0.0,0.0,LaBSE
TEST_0166,117,complex,deadline,civil_law,0,0.0,0.0,1,0,0.5847408771514893,3,609,0.0,0.0,0.0,0.0,LaBSE
TEST_0094,118,simple,deadline,labor_law,0,0.0,0.0,0,0,0.4804471731185913,121,87,0.0,0.0,0.0,0.0,LaBSE
TEST_0093,119,simple,deadline,labor_law,0,0.0,0.0,0,0,0.5181540846824646,20,99,0.0,0.0,0.0,0.0,LaBSE
TEST_0095,120,simple,deadline,labor_law,1,1.0,1.3562071871080221,1,1,0.513303816318512,73,73,1.0,1.0,1.0,1.0,LaBSE
TEST_0193,121,moderate,deadline,civil_law,0,0.0,0.0,0,0,0.4894448518753052,65,56,0.0,0.0,0.0,0.0,LaBSE
TEST_0208,122,moderate,fact_lookup,civil_law,0,0.0,0.0,1,1,0.5660552978515625,141,900,0.0,0.0,0.0,0.0,LaBSE
TEST_0206,123,moderate,deadline,civil_law,0,0.0,0.0,0,0,0.5669523477554321,16,556,0.0,0.0,0.0,0.0,LaBSE
TEST_0205,124,complex,definition,tax_law,0,0.0,0.0,0,0,0.45504897832870483,326,1033,0.0,0.0,0.0,0.0,LaBSE
TEST_0204,125,complex,deadline,tax_law,0,0.0,0.0,0,0,0.5902999639511108,249,712,0.0,0.0,0.0,0.0,LaBSE
TEST_0203,126,simple,deadline,civil_law,0,0.0,0.0,1,1,0.5030329823493958,543,337,0.0,0.0,0.0,0.0,LaBSE
TEST_0201,127,moderate,deadline,tax_law,0,0.0,0.0,1,1,0.5170691013336182,65,252,0.0,0.0,0.0,0.0,LaBSE
TEST_0216,128,moderate,deadline,tax_law,0,0.2,0.38685280723454163,1,1,0.620404839515686,31,774,0.0,0.0,1.0,1.0,LaBSE
TEST_0214,129,complex,definition,tax_law,0,0.0,0.0,1,1,0.5365777611732483,928,830,0.0,0.0,0.0,0.0,LaBSE
TEST_0213,130,complex,deadline,civil_law,0,0.1111111111111111,0.3010299956639812,1,1,0.5294485092163086,206,584,0.0,0.0,0.0,1.0,LaBSE
TEST_0212,131,complex,definition,civil_law,1,1.0,1.0,1,1,0.5571709871292114,755,755,1.0,1.0,1.0,1.0,LaBSE
TEST_0211,132,complex,deadline,civil_law,0,0.0,0.0,1,1,0.6805576086044312,141,889,0.0,0.0,0.0,0.0,LaBSE
TEST_0209,133,simple,definition,civil_law,1,1.0,1.0,1,1,0.7029445171356201,571,571,1.0,1.0,1.0,1.0,LaBSE
TEST_0223,134,complex,deadline,civil_law,0,0.0,0.0,1,1,0.5428842306137085,16,287,0.0,0.0,0.0,0.0,LaBSE
TEST_0222,135,complex,deadline,tax_law,0,0.0,0.0,1,1,0.4951983392238617,18,1001,0.0,0.0,0.0,0.0,LaBSE
TEST_0220,136,simple,definition,civil_law,0,0.0,0.0,1,1,0.5816328525543213,190,232,0.0,0.0,0.0,0.0,LaBSE
TEST_0219,137,complex,definition,civil_law,0,0.0,0.0,0,0,0.5290269255638123,4,829,0.0,0.0,0.0,0.0,LaBSE
TEST_0218,138,complex,definition,tax_law,0,0.0,0.0,1,1,0.5897327661514282,116,882,0.0,0.0,0.0,0.0,LaBSE
TEST_0072,139,complex,deadline,other,0,0.0,0.0,0,0,0.6079425811767578,398,625,0.0,0.0,0.0,0.0,LaBSE
TEST_0071,140,complex,definition,other,0,0.0,0.0,1,1,0.5767697095870972,207,460,0.0,0.0,0.0,0.0,LaBSE
TEST_0070,141,complex,deadline,other,0,0.0,0.0,0,0,0.5254258513450623,349,839,0.0,0.0,0.0,0.0,LaBSE
TEST_0069,142,complex,deadline,other,0,0.0,0.0,1,0,0.6365549564361572,213,615,0.0,0.0,0.0,0.0,LaBSE
TEST_0080,143,complex,deadline,tax_law,0,0.0,0.0,0,0,0.45126307010650635,60,931,0.0,0.0,0.0,0.0,LaBSE
TEST_0079,144,complex,deadline,migration_law,0,0.125,0.31546487678572877,1,1,0.5586297512054443,9,832,0.0,0.0,0.0,1.0,LaBSE
TEST_0078,145,complex,deadline,migration_law,0,0.0,0.0,1,1,0.6165833473205566,853,847,0.0,0.0,0.0,0.0,LaBSE
TEST_0077,146,complex,deadline,migration_law,0,0.0,0.0,1,1,0.5512180328369141,2,597,0.0,0.0,0.0,0.0,LaBSE
TEST_0076,147,complex,deadline,migration_law,0,0.0,0.0,0,0,0.4879935383796692,11,850,0.0,0.0,0.0,0.0,LaBSE
TEST_0075,148,complex,deadline,migration_law,1,1.0,1.0,1,1,0.5595384836196899,365,365,1.0,1.0,1.0,1.0,LaBSE
TEST_0074,149,complex,deadline,migration_law,0,0.0,0.0,1,1,0.558801531791687,44,42,0.0,0.0,0.0,0.0,LaBSE
TEST_0073,150,moderate,deadline,administrative_law,0,0.0,0.0,0,0,0.5445539355278015,61,896,0.0,0.0,0.0,0.0,LaBSE
TEST_0088,151,complex,definition,tax_law,0,0.0,0.0,1,1,0.49977704882621765,1,1046,0.0,0.0,0.0,0.0,LaBSE
TEST_0083,152,complex,definition,tax_law,0,0.0,0.0,1,1,0.569299042224884,928,707,0.0,0.0,0.0,0.0,LaBSE
TEST_0081,153,complex,deadline,tax_law,0,0.0,0.0,1,1,0.5442513227462769,403,926,0.0,0.0,0.0,0.0,LaBSE
TEST_0034,154,moderate,deadline,other,0,0.0,0.0,1,1,0.6842071413993835,396,436,0.0,0.0,0.0,0.0,LaBSE
TEST_0194,155,complex,deadline,civil_law,0,0.0,0.0,1,1,0.5486823320388794,122,505,0.0,0.0,0.0,0.0,LaBSE
TEST_0195,156,complex,deadline,civil_law,0,0.3333333333333333,0.5,1,1,0.5089831352233887,22,724,0.0,1.0,1.0,1.0,LaBSE
TEST_0197,157,moderate,definition,civil_law,0,0.0,0.0,1,1,0.5010049343109131,169,315,0.0,0.0,0.0,0.0,LaBSE
TEST_0200,158,moderate,deadline,tax_law,0,0.5,0.6309297535714575,1,1,0.5726346969604492,37,946,0.0,1.0,1.0,1.0,LaBSE
TEST_0061,159,complex,deadline,labor_law,0,0.0,0.0,1,1,0.47078225016593933,4,461,0.0,0.0,0.0,0.0,LaBSE
TEST_0232,160,moderate,deadline,civil_law,0,0.0,0.0,1,1,0.45220068097114563,26,89,0.0,0.0,0.0,0.0,LaBSE
TEST_0059,161,moderate,deadline,social_law,0,0.0,0.0,1,1,0.5547205209732056,5,1045,0.0,0.0,0.0,0.0,LaBSE
TEST_0239,162,simple,deadline,civil_law,0,0.0,0.0,1,0,0.47871121764183044,1,594,0.0,0.0,0.0,0.0,LaBSE
TEST_0225,163,moderate,deadline,civil_law,0,0.0,0.0,1,1,0.5191507339477539,1,119,0.0,0.0,0.0,0.0,LaBSE
TEST_0228,164,complex,deadline,civil_law,0,0.0,0.0,1,1,0.6216633319854736,141,885,0.0,0.0,0.0,0.0,LaBSE
TEST_0229,165,complex,definition,civil_law,0,0.0,0.0,1,1,0.5160022974014282,2,669,0.0,0.0,0.0,0.0,LaBSE
TEST_0231,166,moderate,definition,tax_law,0,0.0,0.0,1,1,0.534544825553894,468,1049,0.0,0.0,0.0,0.0,LaBSE
TEST_0233,167,moderate,deadline,labor_law,0,0.0,0.0,1,1,0.40353721380233765,14,81,0.0,0.0,0.0,0.0,LaBSE
TEST_0238,168,complex,definition,civil_law,0,0.0,0.0,0,0,0.395328164100647,63,336,0.0,0.0,0.0,0.0,LaBSE
TEST_0236,169,complex,deadline,tax_law,0,0.0,0.0,0,0,0.47249075770378113,2,862,0.0,0.0,0.0,0.0,LaBSE
TEST_0045,170,simple,definition,civil_law,0,0.5,0.6309297535714575,1,1,0.6688716411590576,4,985,0.0,1.0,1.0,1.0,LaBSE
TEST_0033,171,moderate,deadline,other,0,0.3333333333333333,0.5,1,1,0.6165914535522461,6,464,0.0,1.0,1.0,1.0,LaBSE
TEST_0047,172,simple,deadline,civil_law,0,0.0,0.0,1,1,0.5112958550453186,6,543,0.0,0.0,0.0,0.0,LaBSE
TEST_0001,173,simple,definition,migration_law,0,0.0,0.0,1,1,0.5921291708946228,258,39,0.0,0.0,0.0,0.0,LaBSE
TEST_0038,174,simple,deadline,education_law,0,0.0,0.0,0,0,0.5877606272697449,1,19,0.0,0.0,0.0,0.0,LaBSE
TEST_0037,175,moderate,deadline,other,0,0.5,0.6309297535714575,1,1,0.5999778509140015,913,836,0.0,1.0,1.0,1.0,LaBSE
TEST_0036,176,moderate,deadline,other,0,0.0,0.0,0,0,0.4349493980407715,15,85,0.0,0.0,0.0,0.0,LaBSE
TEST_0035,177,moderate,deadline,other,0,0.0,0.0,1,0,0.6285955905914307,3,473,0.0,0.0,0.0,0.0,LaBSE
TEST_0050,178,simple,deadline,civil_law,0,0.5,0.6309297535714575,1,1,0.5554540157318115,1,1007,0.0,1.0,1.0,1.0,LaBSE
TEST_0054,179,moderate,deadline,health_law,0,0.0,0.0,1,1,0.5202324390411377,33,125,0.0,0.0,0.0,0.0,LaBSE
TEST_0053,180,simple,deadline,civil_law,0,0.0,0.0,0,0,0.6077055335044861,74,59,0.0,0.0,0.0,0.0,LaBSE
TEST_0046,181,simple,deadline,civil_law,0,0.3333333333333333,0.5,1,1,0.534293532371521,31,13,0.0,1.0,1.0,1.0,LaBSE
