question_id,row_id,complexity,question_type,legal_domain,Hit@1,MRR@10,nDCG@10,DocRecall@10,SourceRecall@10,TopScore,TopChunk,GoldChunk,Recall@1,Recall@3,Recall@5,Recall@10,System
TEST_0010,26,moderate,deadline,labor_law,0,0.0,0.0,1,1,29.850816888786156,119,72,0.0,0.0,0.0,0.0,Naive RAG
TEST_0114,27,moderate,deadline,civil_law,1,1.0,1.0,1,1,32.31932312239847,486,486,1.0,1.0,1.0,1.0,Naive RAG
TEST_0128,28,simple,definition,tax_law,1,1.0,1.0,1,1,54.165379886721965,1023,1023,1.0,1.0,1.0,1.0,Naive RAG
TEST_0113,29,moderate,deadline,civil_law,0,0.0,0.0,0,0,14.707861827196641,463,760,0.0,0.0,0.0,0.0,Naive RAG
TEST_0126,30,simple,deadline,tax_law,1,1.0,1.0,1,1,38.88169097157425,786,786,1.0,1.0,1.0,1.0,Naive RAG
TEST_0125,31,simple,definition,tax_law,1,1.0,1.0,1,1,80.49006348057503,481,481,1.0,1.0,1.0,1.0,Naive RAG
TEST_0121,32,simple,deadline,tax_law,0,0.5,0.6309297535714575,1,1,57.41380508275551,958,962,0.0,1.0,1.0,1.0,Naive RAG
TEST_0127,33,simple,deadline,tax_law,1,1.0,1.0,1,1,61.486406123476456,177,177,1.0,1.0,1.0,1.0,Naive RAG
TEST_0008,34,moderate,deadline,labor_law,1,1.0,1.0,1,1,33.60238972194895,95,95,1.0,1.0,1.0,1.0,Naive RAG
TEST_0007,35,moderate,deadline,labor_law,0,0.5,0.6309297535714575,1,1,41.87213130842505,53,115,0.0,1.0,1.0,1.0,Naive RAG
TEST_0006,36,moderate,definition,labor_law,1,1.0,1.0,1,1,23.329500042694114,52,52,1.0,1.0,1.0,1.0,Naive RAG
TEST_0002,37,simple,deadline,migration_law,0,0.5,0.6309297535714575,1,1,25.557101308668855,5,53,0.0,1.0,1.0,1.0,Naive RAG
TEST_0015,38,simple,deadline,family_law,1,1.0,1.3868528072345416,1,1,64.47125981863343,64,64,1.0,1.0,1.0,1.0,Naive RAG
TEST_0014,39,simple,definition,family_law,1,1.0,1.0,1,1,24.307960332736386,36,36,1.0,1.0,1.0,1.0,Naive RAG
TEST_0013,40,simple,deadline,family_law,0,0.3333333333333333,0.5,1,1,34.92733337917291,275,308,0.0,1.0,1.0,1.0,Naive RAG
TEST_0012,41,moderate,deadline,labor_law,0,0.3333333333333333,0.5,1,1,47.81178771750436,71,86,0.0,1.0,1.0,1.0,Naive RAG
TEST_0032,42,moderate,deadline,other,1,1.0,1.0,1,1,18.758702265573763,849,849,1.0,1.0,1.0,1.0,Naive RAG
TEST_0009,43,moderate,deadline,labor_law,0,0.0,0.0,1,1,26.86605939424595,81,80,0.0,0.0,0.0,0.0,Naive RAG
TEST_0023,44,simple,deadline,other,0,0.5,0.6309297535714575,1,1,32.42040449219218,16,78,0.0,1.0,1.0,1.0,Naive RAG
TEST_0022,45,simple,deadline,other,0,0.0,0.0,1,1,35.28845072617855,26,34,0.0,0.0,0.0,0.0,Naive RAG
TEST_0021,46,simple,deadline,family_law,0,0.0,0.0,1,1,27.97555527974214,123,74,0.0,0.0,0.0,0.0,Naive RAG
TEST_0020,47,simple,deadline,family_law,1,1.0,1.0,1,1,53.5901653200587,55,55,1.0,1.0,1.0,1.0,Naive RAG
TEST_0018,48,simple,deadline,family_law,1,1.0,1.0,1,1,18.88342438039037,44,44,1.0,1.0,1.0,1.0,Naive RAG
TEST_0017,49,simple,deadline,family_law,0,0.0,0.0,0,0,18.29408925531532,2,463,0.0,0.0,0.0,0.0,Naive RAG
TEST_0028,50,simple,deadline,other,0,0.0,0.0,0,0,15.297034691290067,24,441,0.0,0.0,0.0,0.0,Naive RAG
TEST_0031,51,moderate,deadline,other,0,0.5,0.6309297535714575,1,1,37.296308534501726,13,75,0.0,1.0,1.0,1.0,Naive RAG
TEST_0030,52,moderate,deadline,other,0,0.5,0.6309297535714575,1,1,18.33990584134735,51,507,0.0,1.0,1.0,1.0,Naive RAG
TEST_0029,53,moderate,definition,other,1,1.0,1.0,1,1,50.270411952179046,373,373,1.0,1.0,1.0,1.0,Naive RAG
TEST_0026,54,simple,deadline,other,1,1.0,1.0,1,1,46.977620800014606,103,103,1.0,1.0,1.0,1.0,Naive RAG
TEST_0027,55,simple,deadline,other,1,1.0,1.0,1,1,46.13747459162695,94,94,1.0,1.0,1.0,1.0,Naive RAG
TEST_0025,56,simple,deadline,other,0,0.5,0.6309297535714575,1,1,39.72609822283118,20,82,0.0,1.0,1.0,1.0,Naive RAG
TEST_0129,57,complex,deadline,family_law,0,0.3333333333333333,0.5,1,1,67.53323716400354,123,108,0.0,1.0,1.0,1.0,Naive RAG
TEST_0143,58,moderate,deadline,family_law,1,1.0,1.0,1,1,69.18818252734732,590,590,1.0,1.0,1.0,1.0,Naive RAG
TEST_0141,59,moderate,deadline,family_law,1,1.0,1.0,1,1,33.98017487676081,298,298,1.0,1.0,1.0,1.0,Naive RAG
TEST_0140,60,moderate,deadline,family_law,0,0.0,0.0,0,0,15.406051977486461,0,328,0.0,0.0,0.0,0.0,Naive RAG
TEST_0139,61,moderate,deadline,family_law,0,0.25,0.43067655807339306,1,1,40.39234637119143,0,63,0.0,0.0,1.0,1.0,Naive RAG
TEST_0152,62,complex,definition,civil_law,1,1.0,1.0,1,1,43.13217066249156,963,963,1.0,1.0,1.0,1.0,Naive RAG
TEST_0151,63,complex,deadline,civil_law,0,0.2,0.38685280723454163,1,1,17.17097064430687,797,386,0.0,0.0,1.0,1.0,Naive RAG
TEST_0149,64,complex,deadline,civil_law,0,0.5,0.6309297535714575,1,1,50.16674029005386,70,560,0.0,1.0,1.0,1.0,Naive RAG
TEST_0148,65,complex,deadline,civil_law,0,0.5,0.6309297535714575,1,1,49.77960238772914,987,986,0.0,1.0,1.0,1.0,Naive RAG
TEST_0146,66,moderate,deadline,family_law,0,0.0,0.0,0,0,18.147310355911646,747,471,0.0,0.0,0.0,0.0,Naive RAG
TEST_0145,67,moderate,deadline,family_law,1,1.0,1.0,1,1,53.19963703733503,620,620,1.0,1.0,1.0,1.0,Naive RAG
TEST_0160,68,simple,deadline,civil_law,1,1.0,1.0,1,1,86.76623989002566,353,353,1.0,1.0,1.0,1.0,Naive RAG
TEST_0157,69,complex,definition,social_law,1,1.0,1.0,1,1,34.33192767397848,1044,1044,1.0,1.0,1.0,1.0,Naive RAG
TEST_0156,70,complex,deadline,civil_law,0,0.3333333333333333,0.5,1,1,51.47108914795697,583,999,0.0,1.0,1.0,1.0,Naive RAG
TEST_0155,71,complex,deadline,civil_law,1,1.0,1.0,1,1,49.182875013644576,994,994,1.0,1.0,1.0,1.0,Naive RAG
TEST_0154,72,complex,deadline,civil_law,1,1.0,1.0,1,1,45.722614129120146,290,290,1.0,1.0,1.0,1.0,Naive RAG
TEST_0153,73,complex,deadline,civil_law,0,0.5,0.6309297535714575,1,1,17.631176327362184,86,93,0.0,1.0,1.0,1.0,Naive RAG
TEST_0104,74,moderate,definition,tax_law,0,0.0,0.0,1,1,19.851180268508557,19,710,0.0,0.0,0.0,0.0,Naive RAG
TEST_0103,75,moderate,deadline,tax_law,0,0.0,0.0,0,0,20.768318493131176,11,24,0.0,0.0,0.0,0.0,Naive RAG
TEST_0102,76,moderate,definition,tax_law,0,0.0,0.0,0,0,14.067743768752832,310,766,0.0,0.0,0.0,0.0,Naive RAG
TEST_0099,77,simple,deadline,administrative_law,0,0.0,0.0,1,0,18.759316865694608,84,225,0.0,0.0,0.0,0.0,Naive RAG
TEST_0098,78,simple,deadline,administrative_law,0,0.2,0.38685280723454163,1,1,29.357434455470834,63,57,0.0,0.0,1.0,1.0,Naive RAG
TEST_0112,79,moderate,deadline,civil_law,0,0.3333333333333333,0.5,1,1,78.13920208229399,269,270,0.0,1.0,1.0,1.0,Naive RAG
TEST_0111,80,moderate,definition,civil_law,1,1.0,1.0,1,1,29.83140352106556,126,126,1.0,1.0,1.0,1.0,Naive RAG
TEST_0110,81,moderate,definition,tax_law,0,0.25,0.43067655807339306,1,1,44.67485538723378,275,357,0.0,0.0,1.0,1.0,Naive RAG
TEST_0109,82,moderate,deadline,tax_law,0,0.25,0.43067655807339306,1,1,51.09398455560916,1013,1002,0.0,0.0,1.0,1.0,Naive RAG
TEST_0108,83,moderate,deadline,tax_law,0,0.5,0.6309297535714575,1,1,50.349307062025396,72,639,0.0,1.0,1.0,1.0,Naive RAG
TEST_0107,84,moderate,fact_lookup,tax_law,0,0.5,0.6309297535714575,1,1,19.17974833643343,538,753,0.0,1.0,1.0,1.0,Naive RAG
TEST_0106,85,moderate,deadline,tax_law,0,0.5,0.6309297535714575,1,1,50.35408132975081,524,683,0.0,1.0,1.0,1.0,Naive RAG
TEST_0105,86,moderate,deadline,tax_law,1,1.0,1.0,1,1,62.401376117484425,768,768,1.0,1.0,1.0,1.0,Naive RAG
TEST_0119,87,moderate,deadline,civil_law,0,0.0,0.0,1,1,34.14004418079534,564,537,0.0,0.0,0.0,0.0,Naive RAG
TEST_0116,88,moderate,deadline,civil_law,0,0.25,0.43067655807339306,1,1,59.54629855820745,76,109,0.0,0.0,1.0,1.0,Naive RAG
TEST_0115,89,moderate,deadline,civil_law,0,0.0,0.0,1,1,41.004515155744656,669,671,0.0,0.0,0.0,0.0,Naive RAG
TEST_0184,90,complex,deadline,tax_law,0,0.0,0.0,1,1,28.395844089307886,1030,954,0.0,0.0,0.0,0.0,Naive RAG
TEST_0131,91,complex,deadline,family_law,1,1.0,1.0,1,1,57.0164477730432,306,306,1.0,1.0,1.0,1.0,Naive RAG
TEST_0132,92,complex,deadline,family_law,1,1.0,1.0,1,1,37.409647987546215,846,846,1.0,1.0,1.0,1.0,Naive RAG
TEST_0133,93,complex,deadline,family_law,1,1.0,1.0,1,1,45.376695940474455,845,845,1.0,1.0,1.0,1.0,Naive RAG
TEST_0135,94,complex,deadline,family_law,1,1.0,1.0,1,1,50.205777134890376,364,364,1.0,1.0,1.0,1.0,Naive RAG
TEST_0136,95,complex,definition,family_law,0,0.5,0.6309297535714575,1,1,58.20695607967565,521,478,0.0,1.0,1.0,1.0,Naive RAG
TEST_0188,96,moderate,deadline,other,1,1.0,1.0,1,1,21.018530037713827,873,873,1.0,1.0,1.0,1.0,Naive RAG
TEST_0189,97,complex,deadline,tax_law,1,1.0,1.0,1,1,104.17860221837987,857,857,1.0,1.0,1.0,1.0,Naive RAG
TEST_0190,98,complex,definition,civil_law,0,0.0,0.0,1,1,33.25051008510375,1010,1003,0.0,0.0,0.0,0.0,Naive RAG
TEST_0191,99,moderate,deadline,tax_law,1,1.0,1.0,1,1,50.82057971949144,950,950,1.0,1.0,1.0,1.0,Naive RAG
TEST_0177,100,complex,deadline,tax_law,0,0.5,0.6309297535714575,1,1,37.722306634996066,56,713,0.0,1.0,1.0,1.0,Naive RAG
TEST_0178,101,complex,deadline,civil_law,1,1.0,1.0,1,1,129.43325438748252,255,255,1.0,1.0,1.0,1.0,Naive RAG
TEST_0180,102,complex,deadline,tax_law,0,0.3333333333333333,0.5,1,1,62.70881031251695,36,799,0.0,1.0,1.0,1.0,Naive RAG
TEST_0181,103,complex,deadline,civil_law,1,1.0,1.0,1,1,40.33486266437308,511,511,1.0,1.0,1.0,1.0,Naive RAG
TEST_0182,104,complex,deadline,civil_law,0,0.0,0.0,0,0,23.251043499415328,71,104,0.0,0.0,0.0,0.0,Naive RAG
TEST_0183,105,moderate,deadline,civil_law,0,0.2,0.38685280723454163,1,1,67.53323716400354,123,79,0.0,0.0,1.0,1.0,Naive RAG
TEST_0162,106,complex,definition,tax_law,0,0.5,0.6309297535714575,1,1,40.21814710114035,633,720,0.0,1.0,1.0,1.0,Naive RAG
TEST_0169,107,moderate,definition,civil_law,0,0.25,0.43067655807339306,1,1,46.27940640155647,362,359,0.0,0.0,1.0,1.0,Naive RAG
TEST_0170,108,moderate,deadline,other,0,0.0,0.0,0,0,15.10958580674026,210,621,0.0,0.0,0.0,0.0,Naive RAG
TEST_0171,109,moderate,definition,tax_law,0,0.5,0.6309297535714575,1,1,43.69646988642668,1049,1050,0.0,1.0,1.0,1.0,Naive RAG
TEST_0172,110,complex,deadline,civil_law,0,0.5,0.6309297535714575,1,1,28.841970818564956,608,395,0.0,1.0,1.0,1.0,Naive RAG
TEST_0173,111,complex,definition,tax_law,1,1.0,1.0,1,1,46.08212477815758,974,974,1.0,1.0,1.0,1.0,Naive RAG
TEST_0174,112,simple,definition,tax_law,1,1.0,1.0,1,1,29.638733255362308,618,618,1.0,1.0,1.0,1.0,Naive RAG
TEST_0161,113,simple,fact_lookup,civil_law,1,1.0,1.0,1,1,53.58128271853819,429,429,1.0,1.0,1.0,1.0,Naive RAG
TEST_0167,114,moderate,deadline,civil_law,1,1.0,1.0,1,1,28.166497261785324,583,583,1.0,1.0,1.0,1.0,Naive RAG
TEST_0164,115,moderate,deadline,family_law,0,0.5,0.6309297535714575,1,1,25.920612891119518,298,321,0.0,1.0,1.0,1.0,Naive RAG
TEST_0165,116,simple,deadline,civil_law,0,0.0,0.0,0,0,17.562516352907583,306,432,0.0,0.0,0.0,0.0,Naive RAG
TEST_0166,117,complex,deadline,civil_law,1,1.0,1.0,1,1,57.80222594750295,609,609,1.0,1.0,1.0,1.0,Naive RAG
TEST_0094,118,simple,deadline,labor_law,1,1.0,1.0,1,1,60.564268968988145,87,87,1.0,1.0,1.0,1.0,Naive RAG
TEST_0093,119,simple,deadline,labor_law,0,0.0,0.0,1,1,17.60195582974625,42,99,0.0,0.0,0.0,0.0,Naive RAG
TEST_0095,120,simple,deadline,labor_law,0,0.25,0.43067655807339306,1,1,30.82117002754068,81,73,0.0,0.0,1.0,1.0,Naive RAG
TEST_0193,121,moderate,deadline,civil_law,1,1.0,1.0,1,1,38.27518776600155,56,56,1.0,1.0,1.0,1.0,Naive RAG
TEST_0208,122,moderate,fact_lookup,civil_law,0,0.0,0.0,1,1,22.467120501301277,896,900,0.0,0.0,0.0,0.0,Naive RAG
TEST_0206,123,moderate,deadline,civil_law,0,0.0,0.0,1,1,28.46047177167835,399,556,0.0,0.0,0.0,0.0,Naive RAG
TEST_0205,124,complex,definition,tax_law,0,0.0,0.0,1,1,31.192514543885018,1031,1033,0.0,0.0,0.0,0.0,Naive RAG
TEST_0204,125,complex,deadline,tax_law,0,0.2,0.38685280723454163,1,1,23.333246088596606,249,712,0.0,0.0,1.0,1.0,Naive RAG
TEST_0203,126,simple,deadline,civil_law,0,0.25,0.43067655807339306,1,1,16.05701845452853,399,337,0.0,0.0,1.0,1.0,Naive RAG
TEST_0201,127,moderate,deadline,tax_law,0,0.25,0.43067655807339306,1,1,26.073634035556246,146,252,0.0,0.0,1.0,1.0,Naive RAG
TEST_0216,128,moderate,deadline,tax_law,1,1.0,1.0,1,1,82.95168977988283,774,774,1.0,1.0,1.0,1.0,Naive RAG
TEST_0214,129,complex,definition,tax_law,0,0.0,0.0,1,1,16.645767612163155,478,830,0.0,0.0,0.0,0.0,Naive RAG
TEST_0213,130,complex,deadline,civil_law,1,1.0,1.0,1,1,60.13562999012001,584,584,1.0,1.0,1.0,1.0,Naive RAG
TEST_0212,131,complex,definition,civil_law,0,0.5,0.6309297535714575,1,1,56.17993473910816,669,755,0.0,1.0,1.0,1.0,Naive RAG
TEST_0211,132,complex,deadline,civil_law,1,1.0,1.0,1,1,44.249973871659144,889,889,1.0,1.0,1.0,1.0,Naive RAG
TEST_0209,133,simple,definition,civil_law,1,1.0,1.0,1,1,44.54313363902277,571,571,1.0,1.0,1.0,1.0,Naive RAG
TEST_0223,134,complex,deadline,civil_law,0,0.25,0.43067655807339306,1,1,54.46071690055974,277,287,0.0,0.0,1.0,1.0,Naive RAG
TEST_0222,135,complex,deadline,tax_law,0,0.0,0.0,1,1,26.16403711639112,588,1001,0.0,0.0,0.0,0.0,Naive RAG
TEST_0220,136,simple,definition,civil_law,0,0.0,0.0,1,1,42.897331302331736,18,232,0.0,0.0,0.0,0.0,Naive RAG
TEST_0219,137,complex,definition,civil_law,1,1.0,1.0,1,1,33.90359572631559,829,829,1.0,1.0,1.0,1.0,Naive RAG
TEST_0218,138,complex,definition,tax_law,1,1.0,1.0,1,1,43.80314504225323,882,882,1.0,1.0,1.0,1.0,Naive RAG
TEST_0072,139,complex,deadline,other,0,0.0,0.0,0,0,16.775653614312684,207,625,0.0,0.0,0.0,0.0,Naive RAG
TEST_0071,140,complex,definition,other,1,1.0,1.0,1,1,27.264975326611598,460,460,1.0,1.0,1.0,1.0,Naive RAG
TEST_0070,141,complex,deadline,other,1,1.0,1.0,1,1,62.778445293058255,839,839,1.0,1.0,1.0,1.0,Naive RAG
TEST_0069,142,complex,deadline,other,1,1.0,1.0,1,1,19.331786829203242,615,615,1.0,1.0,1.0,1.0,Naive RAG
TEST_0080,143,complex,deadline,tax_law,0,0.5,0.6309297535714575,1,1,35.049298104001295,36,931,0.0,1.0,1.0,1.0,Naive RAG
TEST_0079,144,complex,deadline,migration_law,0,0.0,0.0,1,1,55.00718624224602,8,832,0.0,0.0,0.0,0.0,Naive RAG
TEST_0078,145,complex,deadline,migration_law,0,0.0,0.0,0,0,15.059027619730248,23,847,0.0,0.0,0.0,0.0,Naive RAG
TEST_0077,146,complex,deadline,migration_law,1,1.0,1.0,1,1,35.13292405945448,597,597,1.0,1.0,1.0,1.0,Naive RAG
TEST_0076,147,complex,deadline,migration_law,0,0.0,0.0,0,0,25.976339233314654,119,850,0.0,0.0,0.0,0.0,Naive RAG
TEST_0075,148,complex,deadline,migration_law,0,0.0,0.0,1,1,43.492505885060254,114,365,0.0,0.0,0.0,0.0,Naive RAG
TEST_0074,149,complex,deadline,migration_law,1,1.0,1.0,1,1,30.170247748869947,42,42,1.0,1.0,1.0,1.0,Naive RAG
TEST_0073,150,moderate,deadline,administrative_law,0,0.3333333333333333,0.5,1,1,36.52822696881107,895,896,0.0,1.0,1.0,1.0,Naive RAG
TEST_0088,151,complex,definition,tax_law,0,0.0,0.0,1,1,27.929848666791635,537,1046,0.0,0.0,0.0,0.0,Naive RAG
TEST_0083,152,complex,definition,tax_law,1,1.0,1.0,1,1,47.584660368656166,707,707,1.0,1.0,1.0,1.0,Naive RAG
TEST_0081,153,complex,deadline,tax_law,1,1.0,1.0,1,1,32.463861126149034,926,926,1.0,1.0,1.0,1.0,Naive RAG
TEST_0034,154,moderate,deadline,other,1,1.0,1.0,1,1,15.799368337337839,436,436,1.0,1.0,1.0,1.0,Naive RAG
TEST_0194,155,complex,deadline,civil_law,1,1.0,1.0,1,1,64.77658166566063,505,505,1.0,1.0,1.0,1.0,Naive RAG
TEST_0195,156,complex,deadline,civil_law,0,0.25,0.43067655807339306,1,1,22.534115884262523,636,724,0.0,0.0,1.0,1.0,Naive RAG
TEST_0197,157,moderate,definition,civil_law,1,1.0,1.0,1,1,45.12543248767977,315,315,1.0,1.0,1.0,1.0,Naive RAG
TEST_0200,158,moderate,deadline,tax_law,1,1.0,1.0,1,1,62.37630562816279,946,946,1.0,1.0,1.0,1.0,Naive RAG
TEST_0061,159,complex,deadline,labor_law,1,1.0,1.0,1,1,40.26444959864444,461,461,1.0,1.0,1.0,1.0,Naive RAG
TEST_0232,160,moderate,deadline,civil_law,0,0.3333333333333333,0.5,1,1,29.563449552682666,6,89,0.0,1.0,1.0,1.0,Naive RAG
TEST_0059,161,moderate,deadline,social_law,1,1.0,1.0,1,1,29.901115009141442,1045,1045,1.0,1.0,1.0,1.0,Naive RAG
TEST_0239,162,simple,deadline,civil_law,1,1.0,1.0,1,1,54.417920176737084,594,594,1.0,1.0,1.0,1.0,Naive RAG
TEST_0225,163,moderate,deadline,civil_law,0,0.5,0.6309297535714575,1,1,40.13798563801706,57,119,0.0,1.0,1.0,1.0,Naive RAG
TEST_0228,164,complex,deadline,civil_law,0,0.3333333333333333,0.5,1,1,42.735897878699824,907,885,0.0,1.0,1.0,1.0,Naive RAG
TEST_0229,165,complex,definition,civil_law,0,0.5,0.6309297535714575,1,1,55.23826295816939,510,669,0.0,1.0,1.0,1.0,Naive RAG
TEST_0231,166,moderate,definition,tax_law,1,1.0,1.0,1,1,40.03689289436296,1049,1049,1.0,1.0,1.0,1.0,Naive RAG
TEST_0233,167,moderate,deadline,labor_law,1,1.0,1.0,1,1,28.77947702834085,81,81,1.0,1.0,1.0,1.0,Naive RAG
TEST_0238,168,complex,definition,civil_law,0,0.25,0.43067655807339306,1,1,21.136543010656197,105,336,0.0,0.0,1.0,1.0,Naive RAG
TEST_0236,169,complex,deadline,tax_law,0,0.3333333333333333,0.5,1,1,31.180498712693755,860,862,0.0,1.0,1.0,1.0,Naive RAG
TEST_0045,170,simple,definition,civil_law,1,1.0,1.0,1,1,51.13865580120046,985,985,1.0,1.0,1.0,1.0,Naive RAG
TEST_0033,171,moderate,deadline,other,0,0.3333333333333333,0.5,1,1,15.059027619730248,23,464,0.0,1.0,1.0,1.0,Naive RAG
TEST_0047,172,simple,deadline,civil_law,0,0.0,0.0,1,0,36.12411657917714,111,543,0.0,0.0,0.0,0.0,Naive RAG
TEST_0001,173,simple,definition,migration_law,0,0.2,0.38685280723454163,1,1,24.490622410089067,296,39,0.0,0.0,1.0,1.0,Naive RAG
TEST_0038,174,simple,deadline,education_law,1,1.0,1.0,0,0,12.300636912487136,19,19,1.0,1.0,1.0,1.0,Naive RAG
TEST_0037,175,moderate,deadline,other,0,0.5,0.6309297535714575,1,1,20.781804599486396,913,836,0.0,1.0,1.0,1.0,Naive RAG
TEST_0036,176,moderate,deadline,other,1,1.0,1.0,1,1,32.77480482973811,85,85,1.0,1.0,1.0,1.0,Naive RAG
TEST_0035,177,moderate,deadline,other,0,0.0,0.0,0,0,20.83294262928971,0,473,0.0,0.0,0.0,0.0,Naive RAG
TEST_0050,178,simple,deadline,civil_law,0,0.2,0.38685280723454163,1,1,27.58544295020344,8,1007,0.0,0.0,1.0,1.0,Naive RAG
TEST_0054,179,moderate,deadline,health_law,0,0.0,0.0,1,1,20.63714897898597,115,125,0.0,0.0,0.0,0.0,Naive RAG
TEST_0053,180,simple,deadline,civil_law,0,0.0,0.0,1,1,19.18046379480354,73,59,0.0,0.0,0.0,0.0,Naive RAG
TEST_0046,181,simple,deadline,civil_law,0,0.0,0.0,0,0,23.558971710869585,32,13,0.0,0.0,0.0,0.0,Naive RAG
TEST_0210,0,complex,deadline,tax_law,0,0.5,0.6309297535714575,1,1,0.043484350261843864,0,788,0.0,1.0,1.0,1.0,Static Hybrid Legal RAG
TEST_0056,1,moderate,definition,migration_law,1,1.0,1.0,1,1,0.03252247488101534,32,32,1.0,1.0,1.0,1.0,Static Hybrid Legal RAG
TEST_0235,2,complex,deadline,civil_law,1,1.0,1.0,1,1,0.03252247488101534,413,413,1.0,1.0,1.0,1.0,Static Hybrid Legal RAG
TEST_0227,3,complex,deadline,civil_law,0,0.5,0.6309297535714575,1,1,0.032266458495966696,195,273,0.0,1.0,1.0,1.0,Static Hybrid Legal RAG
TEST_0237,4,complex,definition,civil_law,1,1.0,1.0,1,1,0.03076923076923077,538,538,1.0,1.0,1.0,1.0,Static Hybrid Legal RAG
TEST_0057,5,moderate,definition,migration_law,0,0.5,0.6309297535714575,1,1,0.03225806451612903,285,332,0.0,1.0,1.0,1.0,Static Hybrid Legal RAG
TEST_0142,6,moderate,deadline,family_law,1,1.0,1.0,1,1,0.03252247488101534,246,246,1.0,1.0,1.0,1.0,Static Hybrid Legal RAG
TEST_0137,7,complex,deadline,family_law,1,1.0,1.0,1,1,0.03278688524590164,253,253,1.0,1.0,1.0,1.0,Static Hybrid Legal RAG
TEST_0192,8,complex,definition,tax_law,0,0.1111111111111111,0.3010299956639812,1,1,0.029211087420042643,434,925,0.0,0.0,0.0,1.0,Static Hybrid Legal RAG
