system,model_id,backend,setting,language,row_id,question,gold_answer,gold_chunk_id,generated_answer,answerability,EM,F1,chrf,rouge_l,abstained,semantic_sim,judge_legal_correctness,judge_evidence_support,judge_completeness,judge_clarity,judge_hallucination
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,10,Жер қойнауын пайдалануға баламалы салықты есептеу кезінде шегерімдер қанша жылға ауыстырылады?,Кейінгі қоса алғандағы он жылға.,1036,"Жауап:  
Жер қойнауын пайдалануға баламалы салықты есептеу кезінде шегерімдер 3 жылға ауыстырылады.

Қазақстан Республикасының Салық кодексінің 725-бабының 3-тармағына сәйкес, баламалы салықты есептеу кезінде шегерімдер үш жылға ауыстырылады.",answerable,0.0,0.0625,12.264356076795156,0.0625,0.0,0.48092857003211975,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,11,Орталық комиссияның негізгі міндеті қандай?,Пайдалы қазбалардың кен орындарын және жерасты суларын барлау мен игерудің анағұрлым тиімді әдістерін қолдануды қамтамасыз ету.,477,"Орталық комиссияның негізгі міндеті – сайлау процесін ұйымдастыру және өткізу, сайлаудың әділ, ашық және заңға сәйкес өтуін қамтамасыз ету. Сонымен қатар, ол сайлау нәтижелерін анықтайды және жариялайды.

Егер нақты қандай орталық комиссия туралы сұрап отырсаңыз (мысалы, Орталық сайлау комиссиясы, Орталық референдум комиссиясы немесе басқа орган), нақтылап жазуыңызды сұраймын.",answerable,0.0,0.09375,23.335112710691924,0.09375,0.0,0.43966418504714966,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,12,Жер қойнауын пайдаланушының пайдалы қатты қазбаларды өндіру кезіндегі есептілігі қандай мерзімде ұсынылады?,Есептер жыл сайын алдыңғы күнтізбелік жыл үшін әрбір жылдың отызыншы сәуірінен кешіктірілмей ұсынылады.,334,"Қазақстан Республикасының ""Жер қойнауы және жер қойнауын пайдалану туралы"" Кодексіне (2017 жылғы 27 желтоқсандағы № 125-VI ҚРЗ) сәйкес, жер қойнауын пайдаланушы пайдалы қатты қазбаларды өндіру кезінде есептілікті келесі мерзімде ұсынады:

**Жер қойнауын пайдаланушы жыл сайынғы өндірістік қызмет туралы есепті есепті жылдан кейінгі жылдың 31 наурызынан кешіктірмей уәкілетті органға ұсынуға міндетті.**

Яғни, есептілік әр жылдың 31 наурызына дейін тапсырылады.

**Дереккөз:**  
Қазақстан Республикасының ""Жер қойнауы және жер қойнауын пайдалану туралы"" Кодексі, 203-бап, 1-тармақ.",answerable,0.0,0.04761904761904762,18.400217444775,0.04761904761904762,0.0,0.5667082667350769,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,13,Тау-кен жұмыстарының жоспары дегеніміз не?,Тау-кен жұмыстарының жоспары - пайдалы қатты қазбаларды өндіру жөніндегі операцияларды жүргізуге арналған жобалау құжаты.,335,"Тау-кен жұмыстарының жоспары – бұл жер қойнауын пайдаланушының (тау-кен кәсіпорнының) жер қойнауын пайдалану құқығы шеңберінде жүргізілетін тау-кен жұмыстарын (кен өндіру, қазу, жару, тасымалдау, сақтау және т.б.) белгілі бір мерзімге (әдетте жылдық немесе тоқсандық) ұйымдастыру және жүргізу тәртібін, көлемін, технологиясын, қауіпсіздік шараларын, қоршаған ортаны қорғау шараларын және басқа да маңызды аспектілерін көрсететін құжат.

Қазақстан Республикасының ""Жер қойнауы және жер қойнауын пайдалану туралы"" Кодексіне сәйкес, тау-кен жұмыстарының жоспары жер қойнауын пайдаланушының міндетті түрде әзірлейтін және уәкілетті органға бекітуге немесе келісуге ұсынатын техникалық құжаты болып табылады.

Қысқаша айтқанда, тау-кен жұмыстарының жоспары – бұл жер қойнауын пайдалану барысында жүргізілетін барлық негізгі жұмыстардың тәртібі мен көлемін анықтайтын ресми құжат.",answerable,0.0,0.08547008547008547,21.286096695104177,0.08547008547008547,0.0,0.8245515823364258,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,14,Қосылған құн салығының асып кетуін қайтару мерзімі қандай?,"Нөлдік мөлшерлеме бойынша салық салынатын өткізу бойынша айналымдарды жүзеге асыратын салық төлеушіге – елу бес жұмыс күні ішінде, қалған жағдайларда – жетпіс бес жұмыс күні ішінде қайтарылады.",644,"Қосылған құн салығының (ҚҚС) асып кетуін қайтару мерзімі Қазақстан Республикасының Салық кодексінің 434-бабына сәйкес реттеледі.

**Жалпы тәртіп бойынша**, ҚҚС-тың асып кеткен сомасын қайтару туралы салықтық өтініш тапсырылған күннен бастап **55 жұмыс күні** ішінде қайтарылады.

**Ескерту:**  
- Егер салық төлеуші тәуекелдерді басқару жүйесі бойынша сенімді санатқа жатса немесе арнайы шарттарға сәйкес келсе, қайтару мерзімі қысқартылуы мүмкін (15 жұмыс күніне дейін).
- Қосымша құжаттар сұралған жағдайда немесе салықтық тексеру тағайындалса, мерзім ұзаруы мүмкін.

**Қорытынды:**  
ҚҚС-тың асып кеткен сомасын қайтару мерзімі – өтініш тапсырылған күннен бастап 55 жұмыс күні.",answerable,0.0,0.19819819819819817,29.2615424409796,0.14414414414414414,0.0,0.6424639225006104,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,15,Жер қойнауын пайдаланушы жер қойнауы учаскесін азайту туралы өтінішке қандай құжаттарды қоса беруі керек?,"Жер қойнауын пайдаланушы бекіткен және осы Кодекс пен Қазақстан Республикасының өзге де заңдарында көзделген сараптамалардың оң қорытындыларын алған, жер қойнауы учаскесін азайтуға байланысты барлау жұмыстарының жобасына толықтыру қоса берілуі керек.",424,"Қазақстан Республикасының ""Жер қойнауы және жер қойнауын пайдалану туралы"" Кодексіне (2017 жылғы 27 желтоқсандағы № 125-VI ҚРЗ) сәйкес, жер қойнауын пайдаланушы жер қойнауы учаскесінің бір бөлігін қайтару (азайту) туралы өтініш берген кезде келесі құжаттарды қоса беруі керек:

1. **Өтініш** (еркін нысанда);
2. **Жер қойнауы учаскесінің азайтылатын бөлігінің шекараларын көрсететін карта-схема** (координаттарымен бірге);
3. **Жер қойнауын пайдалану жөніндегі операциялардың жүргізілуі туралы есеп** (азайтылатын учаскеде қандай жұмыстар жүргізілгені туралы);
4. **Жер қойнауын пайдалану құқығын куәландыратын құжаттың көшірмесі** (келісімшарт немесе лицензия);
5. **Жер қойнауын пайдалану жөніндегі операцияларды тоқтату және жер қойнауы учаскесін қайтару бойынша іс-шаралар жоспары** (қалпына келтіру, рекультивация және т.б.);
6. **Уәкілетті орган белгілеген өзге де құжаттар** (қажет болған жағдайда).

**Нақты тізбені уәкілетті органның (Индустрия және инфрақұрылымдық даму министрлігі немесе жергілікті атқарушы орган) талаптарына сәйкес нақтылау қажет.**

**Ескерту:** Құжаттар тізімі жер қойнауын пайдалану түріне (қатты пайдалы қазбалар, көмірсутектер, жер асты сулары және т.б.) және келісімшарт/лицензия талаптарына байланысты өзгеруі мүмкін.

**Қорытынды:**  
Жер қойнауын пайдаланушы жер қойнауы учаскесін азайту туралы өтінішке жоғарыда көрсетілген құжаттарды қоса беруі керек. Толық және нақты тізімді уәкілетті органнан немесе келісімшарт/лицензия талаптарынан нақтылау қажет.",answerable,0.0,0.13725490196078433,28.493178579122407,0.10784313725490197,0.0,0.7556321620941162,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,16,Жерді заңсыз пайдаланған жағдайда салық мөлшерлемесі қанша есеге ұлғайтылады?,Он есеге ұлғайтылады.,733,"Қазақстан Республикасының Салық кодексіне сәйкес, жерді заңсыз пайдаланған жағдайда жер салығының мөлшерлемесі 10 есе ұлғайтылады.

**Нақтырақ:**  
Салық кодексінің 510-бабының 5-тармағына сәйкес, жер учаскесін заңсыз (яғни, құқық белгілейтін құжаттарсыз) пайдаланғаны үшін жер салығының мөлшерлемесі он есе мөлшерде қолданылады.

**Дереккөз:**  
Қазақстан Республикасының 2017 жылғы 25 желтоқсандағы № 120-VI ҚРЗ Салық және бюджетке төленетін басқа да міндетті төлемдер туралы кодексі (Салық кодексі), 510-бап, 5-тармақ.",answerable,0.0,0.0625,11.061935723941502,0.03125,0.0,0.5276796817779541,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,17,Жер қойнауын пайдаланушы бөлек салықтық есепке алуды қалай жүргізуге міндетті?,Жер қойнауын пайдаланушы бөлек салықтық есепке алуды салықтық есепке алу саясатында бекітілген тәртіпке сәйкес жүргізуге міндетті.,981,"Жауап:

Қазақстан Республикасының Салық кодексінің 292-бабына сәйкес, жер қойнауын пайдаланушы жер қойнауын пайдаланудан түсетін табыстар мен шығыстарды басқа қызмет түрлерінен бөлек салықтық есепке алуға міндетті. Бұл дегеніміз:

- Жер қойнауын пайдалану қызметінен түсетін табыстар мен шығыстар бөлек есептеледі;
- Егер жер қойнауын пайдаланушы басқа да қызмет түрлерін жүргізсе (мысалы, сауда, қызмет көрсету), онда әр қызмет түрі бойынша табыстар мен шығыстар жеке-жеке есептеледі;
- Бұл бөлек есеп жүргізу салық салу базасын дұрыс анықтау және салықтарды дұрыс төлеу үшін қажет.

Салықтық есепті жүргізу тәртібі Қазақстан Республикасының бухгалтерлік есеп және қаржылық есептілік туралы заңнамасына және Салық кодексіне сәйкес жүзеге асырылады.

Егер нақты қандай құжаттар немесе қандай формада жүргізу керек деген сұрақ болса, онда бұл бухгалтерлік есеп стандарттарына және салық органдарының талаптарына сәйкес арнайы шоттарда, бөлек есеп регистрлерінде жүргізіледі.

Қорытынды:  
Жер қойнауын пайдаланушы жер қойнауын пайдаланудан түсетін табыстар мен шығыстарды басқа қызмет түрлерінен бөлек салықтық есепке алуға міндетті.",answerable,0.0,0.12738853503184713,26.667552854458627,0.11464968152866241,0.0,0.7961596250534058,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,18,Патент негізіндегі арнаулы салық режимін қолдану үшін қандай шарттар орындалуы керек?,"Патент негізіндегі арнаулы салық режимін қолдану үшін жұмыскерлердің еңбегін пайдаланбайтын, қызметін жеке кәсіпкерлік нысанында жүзеге асыратын және белгілі бір қызмет түрлерімен айналысатын шағын бизнес субъектілері болуы керек.",933,"Патент негізіндегі арнаулы салық режимін қолдану үшін келесі шарттар орындалуы керек (Қазақстан Республикасының Салық кодексіне сәйкес):

1. **Жеке кәсіпкер болуы керек.** Патент тек жеке кәсіпкерлерге арналған.
2. **Қызмет түрлері шектеулі.** Патентпен айналысуға рұқсат етілген қызмет түрлерінің тізбесіне сәйкес келуі керек (Салық кодексінің 683-бабы).
3. **Жылдық табыс шегі.** Жеке кәсіпкердің бір күнтізбелік жылдағы табысы 3 528 еселенген айлық есептік көрсеткіштен (АЕК) аспауы тиіс.
4. **Жұмысшылар саны.** Жеке кәсіпкердің жалдамалы жұмыскерлері болмауы керек (өз бетінше жұмыс істеуі тиіс).
5. **ҚҚС төлеуші болмауы керек.** Қосылған құн салығы бойынша тіркелген салық төлеуші болмауы тиіс.
6. **Өзге арнаулы салық режимдерін қолданбауы керек.**

Егер осы шарттардың бірі орындалмаса, патент негізіндегі арнаулы салық режимін қолдануға болмайды.",answerable,0.0,0.17647058823529413,35.607473799039965,0.14705882352941177,0.0,0.8642731308937073,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,19,Мерзімінде орындалмаған салықтық міндеттеме бойынша пайдалы қазбалардың физикалық көлемі қалай айқындалады?,Мерзімінде орындалмаған салықтық міндеттеме бойынша пайдалы қазбалардың физикалық көлемі салықтық кезең үшін берілуге жататын және іс жүзінде берілген пайдалы қазбалардың физикалық көлемі арасындағы айырма ретінде айқындалады.,1041,"Сұрағыңызға жауап:

Қазақстан Республикасының Салық кодексіне сәйкес, мерзімінде орындалмаған салықтық міндеттеме бойынша пайдалы қазбалардың физикалық көлемі салық органдары салықтық тексеру жүргізу барысында тәуелсіз сарапшылардың (мамандардың) қорытындысы негізінде немесе уәкілетті мемлекеттік органдардың мәліметтері бойынша айқындалады.

Яғни, егер салық төлеуші өз міндеттемесін уақытында орындамаса және пайдалы қазбалардың нақты өндірілген көлемін көрсетпесе, онда бұл көлемді салық органдары жоғарыда аталған тәсілдермен анықтайды.

**Дереккөз:** ҚР Салық кодексі, 2024 жылғы редакция, 747-бап (Пайдалы қазбаларды өндіру салығы бойынша салық салу объектісі және салық базасы).

Егер нақты жағдайыңыз ерекше болса немесе қосымша мәлімет қажет болса, нақтылау үшін толық ақпарат беріңіз.",answerable,0.0,0.2542372881355932,43.29443483484942,0.22033898305084745,0.0,0.8316361904144287,,,,,
